Id,Name,Opportunity__c,Type,Amount,StageName,Probability,ForecastCategoryName,Most_Likely__c,CampaignId,License_Type__c,Contract_of_Yrs__c,CreatedDate,CloseDate,OwnerId,AccountId,ProductId
00630000003sqKfAAI,iCompany20131fAAI,"",New,0.00,Qualified Out,0,Omitted,"","","","",2012-01-06,2012-09-18,00530000000jHsfAAE,0013000000AVz8SAAT,Defective
00630000003SQNhAAO,Big Corp201211hAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UfB0AAK,Defective
00630000003SQNvAAO,Big Corp201211vAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UfFcAAK,Defective
00630000003SQQwAAO,Big Corp201211wAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UeG3AAK,Defective
00630000003SQqZAAW,Big Corp201211ZAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UfqhAAC,Defective
00630000003SQtoAAG,Big Corp201211oAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UkcyAAC,Defective
00630000003STvxAAG,Big Corp201211xAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009UkCKAA0,Defective
00630000003SUHIAA4,Big Corp201211IAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009UkxKAAS,Defective
00630000003SUSMAA4,Big Corp201311MAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-05-14,00530000000jHsfAAE,0013000000DBGe3AAH,Defective
00630000003SUwcAAG,Big Corp201211cAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009Uop4AAC,Defective
00630000003SWkiAAG,Big Corp201211iAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009V9FYAA0,Defective
00630000003SWKnAAO,Big Corp201211nAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VCCzAAO,Defective
00630000003SWQbAAO,Big Corp201211bAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VCTNAA4,Defective
00630000003SXFkAAO,Trees R Us201211kAAO,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-08-12,00530000000jHsfAAE,00130000009V9ToAAK,Defective
00630000003SXlRAAW,Big Corp201211RAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VCVfAAO,Defective
00630000003SXQUAA4,Yankeedoodle201211UAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009VC7IAAW,Defective
00630000003SyWQAA0,Big Corp201211QAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VrBeAAK,Defective
00630000003Sz9tAAC,Big Corp201211tAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VqvfAAC,Defective
00630000003T06YAAS,Big Corp201211YAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VqhBAAS,Defective
00630000003T0SpAAK,Big Corp201211pAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VpPSAA0,Defective
00630000003T1gHAAS,Big Corp201211HAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VpRIAA0,Defective
00630000003T1I9AAK,Big Corp2012119AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VsPmAAK,Defective
00630000003T1sSAAS,Big Corp201211SAAS,"",New,2649.82,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-05-01,00530000000kRamAAE,00130000009Vnk2AAC,ProductD
00630000003T2L3AAK,Big Corp2012113AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VrMCAA0,Defective
00630000003T37vAAC,Big Corp201211vAAC,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VsU5AAK,Defective
00630000003T3BFAA0,Big Corp201211FAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VsSLAA0,Defective
00630000003T3qLAAS,Big Corp201211LAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009Vt3bAAC,Defective
00630000003T3zRAAS,Big Corp201211RAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009Vvo3AAC,Defective
00630000003T45MAAS,Big Corp201211MAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VvIVAA0,Defective
00630000003T49aAAC,Big Corp201211aAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VuBlAAK,Defective
00630000003T4AoAAK,Big Corp201211oAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VuJJAA0,Defective
00630000003T5HfAAK,Big Corp201211fAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VwguAAC,Defective
00630000003T5NsAAK,Big Corp201211sAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009U1aDAAS,Defective
00630000003T5ZUAA0,Big Corp201211UAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009Vxh2AAC,Defective
00630000003T66PAAS,Big Corp201211PAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009VvWjAAK,Defective
00630000003T8LlAAK,iBacon201211lAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WC3sAAG,Defective
00630000003T8M9AAK,iBacon2012119AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WC0lAAG,Defective
00630000003T8xHAAS,iBacon201211HAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WChlAAG,Defective
00630000003T9VCAA0,iBacon201211CAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WCmpAAG,Defective
00630000003TB40AAG,iBacon2012110AAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WDKGAA4,Defective
00630000003TEMSAA4,iBacon201211SAA4,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WWapAAG,Defective
00630000003TFBFAA4,iBacon201211FAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WbRYAA0,Defective
00630000003TFeCAAW,iBacon201211CAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009Wc6PAAS,Defective
00630000003TFItAAO,iBacon201211tAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WaWpAAK,Defective
00630000003TFLZAA4,Yankeedoodle201211ZAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009Wb76AAC,Defective
00630000003TFmsAAG,iBacon201211sAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WbWfAAK,Defective
00630000003TFQdAAO,iBacon201211dAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WSC0AAO,Defective
00630000003TFRQAA4,iBacon201211QAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009Wb9MAAS,Defective
00630000003TG5VAAW,iBacon201211VAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WcgCAAS,Defective
00630000003TGhcAAG,iBacon201211cAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WfgkAAC,Defective
00630000003TGM9AAO,iBacon2012119AAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WdTjAAK,Defective
00630000003TH80AAG,iBacon2012110AAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WfgDAAS,Defective
00630000003THAwAAO,iBacon201211wAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WgJwAAK,Defective
00630000003THPIAA4,iBacon201211IAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009Wgb3AAC,Defective
00630000003TI0eAAG,iCompany201211eAAG,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WiE8AAK,Defective
00630000003TI8XAAW,iBacon201211XAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WiTFAA0,Defective
00630000003TI9KAAW,iBacon201211KAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WhEoAAK,Defective
00630000003TID4AAO,iBacon2012114AAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000jHsfAAE,00130000009WhbMAAS,Defective
00630000003TIG6AAO,iBacon2012116AAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009WhXPAA0,Defective
00630000003tNcfAAE,iCompany20121fAAE,"","",0.00,Closed Lost,0,Omitted,"","","","",2012-01-09,2012-07-27,00530000000jHsfAAE,0013000000I4OD8AAN,Defective
00630000003U4D3AAK,Yomoma2012113AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009X9IGAA0,Defective
00630000003U4tVAAS,Yomoma201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XEj0AAG,Defective
00630000003U9jCAAS,Yomoma201211CAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XTowAAG,Defective
00630000003U9N8AAK,Yomoma2012118AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XNprAAG,Defective
00630000003U9OjAAK,Yomoma201211jAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XTiwAAG,Defective
00630000003U9XIAA0,Yomoma201211IAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XNxeAAG,Defective
00630000003U9yWAAS,Yomoma201211WAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XTk9AAG,Defective
00630000003UA3uAAG,Yomoma201211uAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XTjaAAG,Defective
00630000003UA9aAAG,Yomoma201211aAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XTopAAG,Defective
00630000003UafVAAS,iCompany201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZC81AAG,Defective
00630000003UaI1AAK,BadBoys2012111AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZBeTAAW,Defective
00630000003UAjcAAG,Yankeedoodle201211cAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XU7uAAG,Defective
00630000003UaMpAAK,iCompany201211pAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009Z8gAAAS,Defective
00630000003UApXAAW,Yomoma201211XAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XUwdAAG,Defective
00630000003UaQJAA0,BadBoys201211JAA0,"",New,35335.69,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-09-30,00530000000pXA1AAM,00130000009ZDvCAAW,ProductC
00630000003UAQvAAO,Yomoma201211vAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XV3bAAG,Defective
00630000003UARPAA4,Yomoma201211PAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XUizAAG,Defective
00630000003UaxbAAC,iCompany201211bAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZDC8AAO,Defective
00630000003UAzeAAG,Yomoma201211eAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XVTWAA4,Defective
00630000003Ub4LAAS,BadBoys201211LAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZCutAAG,Defective
00630000003UB4QAAW,Yomoma201211QAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XVPDAA4,Defective
00630000003UBauAAG,Yomoma201211uAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XNeTAAW,Defective
00630000003UbBJAA0,BadBoys201211JAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZDMGAA4,Defective
00630000003UbbPAAS,BadBoys201211PAAS,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZDOOAA4,Defective
00630000003UBdGAAW,Yomoma201211GAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XXx0AAG,Defective
00630000003UbDwAAK,BadBoys201211wAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZAgvAAG,Defective
00630000003UbfMAAS,BadBoys201211MAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZCIEAA4,Defective
00630000003UbFrAAK,BadBoys201211rAAK,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZElvAAG,Defective
00630000003UBGFAA4,Yankeedoodle201211FAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XWa7AAG,Defective
00630000003UBHAAA4,Yomoma201211AAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XVwLAAW,Defective
00630000003UbhXAAS,BadBoys201211XAAS,"",New,2826.15,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-08-30,00530000000pXA1AAM,00130000009ZDfOAAW,ProductD
00630000003UbJfAAK,BadBoys201211fAAK,"",New,22932.86,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-06-03,00530000000pXA1AAM,00130000009ZDF6AAO,ProductC
00630000003UbKuAAK,BadBoys201211uAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZDPjAAO,Defective
00630000003UBP1AAO,Yomoma2012111AAO,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XYoPAAW,Defective
00630000003UbtsAAC,Big Corp201211sAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009Ro15AAC,Defective
00630000003UbWgAAK,BadBoys201211gAAK,"",New,35335.69,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-09-14,00530000000pXA1AAM,00130000009ZDrtAAG,ProductC
00630000003UbxzAAC,BadBoys201211zAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZDycAAG,Defective
00630000003UbYBAA0,BadBoys201211BAA0,"",New,3532.51,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-08-30,00530000000pXA1AAM,00130000009ZDQOAA4,ProductD
00630000003UbYvAAK,BadBoys201211vAAK,"",New,63604.24,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-08-14,00530000000pXA1AAM,00130000009ZDl9AAG,ProductA
00630000003Uc2WAAS,BadBoys201211WAAS,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZE4CAAW,Defective
00630000003Uc45AAC,BadBoys2012115AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZDyJAAW,Defective
00630000003Uc4yAAC,BadBoys201211yAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZE64AAG,Defective
00630000003Uc5SAAS,BadBoys201211SAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZEWvAAO,Defective
00630000003Uch7AAC,BadBoys2012117AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZEivAAG,Defective
00630000003UcsOAAS,BadBoys201211OAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-08-12,00530000000jHsfAAE,00130000009ZFUFAA4,Defective
00630000003UDcVAAW,Yomoma201211VAAW,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XddyAAC,Defective
00630000003UdeBAAS,BadBoys201211BAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZGAEAA4,Defective
00630000003UdFHAA0,BadBoys201211HAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZGj2AAG,Defective
00630000003UdGhAAK,BadBoys201211hAAK,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZFv9AAG,Defective
00630000003UDPRAA4,Yomoma201211RAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009Xd0eAAC,Defective
00630000003UDWRAA4,Yomoma201211RAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XaJGAA0,Defective
00630000003Ue2NAAS,Big Corp201311NAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-05-09,00530000000jHsfAAE,0013000000E1YFZAA3,Defective
00630000003UebiAAC,BadBoys201211iAAC,"",New,46643.11,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-11-29,00530000000jHsfAAE,00130000009ZEtlAAG,ProductC
00630000003UF3DAAW,Yomoma201211DAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XfVeAAK,Defective
00630000003UfboAAC,BadBoys201211oAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZFjuAAG,Defective
00630000003UFGPAA4,Yomoma201211PAA4,"",New,7067.14,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-08-30,00530000000jHsfAAE,00130000009XfqpAAC,ProductD
00630000003UFofAAG,Yomoma201211fAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XgZ6AAK,Defective
00630000003UFqDAAW,Yomoma201211DAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009Xg6eAAC,Defective
00630000003UGFqAAO,Yomoma201211qAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XfsZAAS,Defective
00630000003UGLfAAO,Yomoma201211fAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009Xgy5AAC,Defective
00630000003UGrgAAG,Yomoma201211gAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009Xh3pAAC,Defective
00630000003UGuhAAG,Big Corp201311hAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-05-14,00530000000kRamAAE,0013000000E1YSEAA3,Defective
00630000003UH1aAAG,Yomoma201211aAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XozbAAC,Defective
00630000003UH4pAAG,Yomoma201211pAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XgYWAA0,Defective
00630000003UHBHAA4,Yomoma201211HAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009Xi1CAAS,Defective
00630000003UhIAAA0,BadBoys201211AAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZHvhAAG,Defective
00630000003UHKAAA4,Yomoma201211AAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XrRnAAK,Defective
00630000003UHOqAAO,Yomoma201211qAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009Xt6JAAS,Defective
00630000003UHuCAAW,Yomoma201211CAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XqIMAA0,Defective
00630000003UHZwAAO,Yomoma201211wAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XtQLAA0,Defective
00630000003UiFvAAK,BadBoys201211vAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZIVTAA4,Defective
00630000003UJAQAA4,Yomoma201211QAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000kRamAAE,00130000009XxqJAAS,Defective
00630000003UjgpAAC,BadBoys201211pAAC,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZIqaAAG,Defective
00630000003UjrRAAS,BadBoys201211RAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZJy6AAG,Defective
00630000003UjrTAAS,iCompany201211TAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZJy8AAG,Defective
00630000003UjWPAA0,BadBoys201211PAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZIXlAAO,Defective
00630000003UjWYAA0,BadBoys201211YAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZI9QAAW,Defective
00630000003U#3VAAW,Yomoma201211VAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,00130000009XxIlAAK,Defective
00630000003UK9FAAW,iCompany201211FAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-10,2012-02-29,00530000000jHsfAAE,0018000000tFmjCAAS,Defective
00630000003UlG9AAK,Yankeedoodle2012119AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZL70AAG,Defective
00630000003Ulr7AAC,BadBoys2012117AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZKhtAAG,Defective
00630000003Um5PAAS,BadBoys201211PAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000kRamAAE,00130000009ZKU5AAO,Defective
00630000003UmbVAAS,Big Corp201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009RlTRAA0,Defective
00630000003UnHWAA0,BadBoys201211WAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZLHJAA4,Defective
00630000003UnuVAAS,BadBoys201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZNZeAAO,Defective
00630000003Uo1pAAC,BadBoys201211pAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZNUeAAO,Defective
00630000003UocDAAS,BadBoys201211DAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-02-29,00530000000jHsfAAE,00130000009ZPylAAG,Defective
00630000003UTcZAAW,iCompany201211ZAAW,"",New,8657.24,Closed Lost,0,Omitted,"","","","",2011-11-11,2012-02-23,00530000000eQidAAE,00130000009Yn8ZAAS,ProductD
00630000003UTggAAG,BluJays201211gAAG,"",New,35335.69,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-05-31,00530000000pXA1AAM,00130000009YnBTAA0,ProductC
00630000003UTgTAAW,iCompany201311TAAW,"",New,26501.77,Qualified Out,0,Omitted,"","","","",2011-11-11,2012-05-08,00530000000pXA1AAM,0013000000D84GqAAJ,ProductC
